sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
0.9859549581345319,31,0,0.36177721640291005,1653.4385362859114,1652.177359151959,-1.2611771339522875,3.4628074540419664,3.4628074540419664,0.0,7.255843025048321,7.256096656703483,0.0002536316551617901,1735.0,1734.0,-1.0,17.967227632227132,17.935951466036947,-0.03127616619018525,0.1722866948742597,3110.554138023427,3109.3078890682177,-1.2462489552094667,4.415792884018092,4.415792884018092,0.0,7.780618987937517,7.780168272041511,-0.0004507158960063151,2932.0,2931.0,-1.0,27.124420573876527,27.12006537899336,-0.004355194883167712
0.9859549581345319,31,1,0.3219026525189263,1684.1408542849342,1682.5271831134155,-1.6136711715187175,3.1664237707470932,3.1603212654610693,-0.006102505286023963,7.2773548249932425,7.276510534883977,-0.0008442901092653443,1773.0,1774.0,1.0,18.03373663521745,18.020723505936854,-0.013013129280597724,0.41599782887972203,3055.6084883181575,3054.607388287242,-1.0011000309154952,4.0334116230188775,4.0334116230188775,0.0,7.796679214447392,7.7967294673205405,5.0252873148082244e-05,2991.0,2991.0,0.0,26.13183732908276,26.115530559370058,-0.016306769712702618
0.9859549581345319,31,2,0.24200515002223247,1688.1002722778342,1687.002258648518,-1.098013629316256,3.475578618281775,3.475578618281775,0.0,7.244415814494928,7.244450459308126,3.464481319781498e-05,1725.0,1725.0,0.0,18.771516588851245,18.748356998317927,-0.023159590533317953,0.3859293008714429,3037.3288121729056,3036.257607236521,-1.0712049363846745,3.749409738068557,3.750226907903677,0.0008171698351202572,7.793027702184988,7.793083861908728,5.61597237398459e-05,2969.0,2971.0,2.0,26.08661294796269,26.080123158553416,-0.006489789409272362
0.9859549581345319,31,3,0.7332486673405213,1663.483413496157,1662.324159025233,-1.1592544709239974,3.866689992085095,3.866689992085095,0.0,7.250234972205976,7.249941334555947,-0.0002936376500288773,1725.0,1726.0,1.0,18.305873344499027,18.307108188820717,0.0012348443216900762,0.34547397089135673,3076.6314093742667,3075.2516173393547,-1.3797920349120432,4.329939343450553,4.329939343450553,0.0,7.791664239677917,7.791747075064535,8.283538661757461e-05,2989.0,2990.0,1.0,26.581587510066807,26.568428346321028,-0.013159163745779523
0.9859549581345319,31,4,0.5065626427442694,1658.6021150583776,1657.936358518839,-0.6657565395387337,3.330140055015392,3.330140055015392,0.0,7.2492549660939325,7.248642261992471,-0.0006127041014618584,1723.0,1722.0,-1.0,17.939414291072623,17.949533368613253,0.010119077540629462,0.2640670814480448,3067.1829965877414,3065.8305339060407,-1.352462681700672,3.9576236604250736,3.9576287140060695,5.053580995895146e-06,7.785502986835063,7.785502685747352,-3.0108771031933657e-07,2956.0,2957.0,1.0,26.588854757083073,26.58442296901876,-0.004431788064312769
0.9859549581345319,31,5,0.21135480342952404,1652.735394228725,1652.0687628140408,-0.6666314146841614,3.8963997399755557,3.8963997399755557,0.0,7.233901981161772,7.233758845953326,-0.0001431352084457771,1702.0,1703.0,1.0,18.27157844276107,18.264246678774203,-0.007331763986865525,0.17549921756664288,3068.485220508605,3067.723423086086,-0.7617974225190665,4.440439330663304,4.440439330663304,0.0,7.779868653235147,7.779875377163144,6.723927996610257e-06,2943.0,2942.0,-1.0,26.94871211430248,26.95339132291158,0.004679208609097429
0.9859549581345319,31,6,0.3731048898448398,1614.3949353377036,1613.4741710637586,-0.9207642739449966,4.017635220703745,4.017635220703745,0.0,7.236549306273667,7.235823015227735,-0.0007262910459315819,1708.0,1706.0,-2.0,17.813541851824986,17.819817948631442,0.006276096806455911,0.5433106793045341,3056.061292662197,3054.3129762809376,-1.7483163812594285,4.1329786364519014,4.1329786364519014,0.0,7.783330935248873,7.782805795229652,-0.0005251400192216593,2968.0,2964.0,-4.0,26.89293681672387,26.8876357139092,-0.005301102814669889
0.9859549581345319,31,7,0.2928151295288429,1649.317725375106,1648.1028613370404,-1.2148640380655706,3.8082592787040084,3.8082592787040084,0.0,7.249719037853154,7.2492815409820865,-0.0004374968710676441,1730.0,1728.0,-2.0,17.885671779588222,17.875657457458498,-0.010014322129723752,0.5535991903674766,3111.8353692796213,3110.2757068286205,-1.5596624510008041,3.955453251019811,3.955263538369999,-0.000189712649811824,7.77972500348243,7.7796556614222965,-6.934206013387012e-05,2948.0,2950.0,2.0,27.605205279829843,27.581609724885308,-0.023595554944535024
0.9859549581345319,31,8,0.27907477413305604,1659.969799458647,1658.7577889499714,-1.2120105086755757,3.276288438343732,3.27628843805629,-2.8744207014597123e-10,7.2554602636363175,7.2546212718020895,-0.0008389918342279756,1740.0,1735.0,-5.0,18.08469740492398,18.084751181603043,5.377667906358852e-05,0.23302654912088575,3055.631252293966,3055.4199338523736,-0.21131844159253887,3.860336049732526,3.860336049732526,0.0,7.768794778316487,7.768866594150284,7.181583379711753e-05,2936.0,2933.0,-3.0,26.97812433007976,26.974322686744106,-0.0038016433356524715
0.9859549581345319,31,9,0.3593680993665084,1671.8905080753148,1672.17305704514,0.2825489698252568,3.4120262044417213,3.493799623586101,0.08177341914437974,7.248555087141202,7.248513497857886,-4.158928331676748e-05,1719.0,1721.0,2.0,18.261034478517733,18.283623480333134,0.022589001815401133,0.2588952203421724,3056.182581691962,3056.7159395356425,0.5333578436807329,3.901358942330334,3.9013639959113298,5.053580995895146e-06,7.787152033996744,7.78713092622708,-2.1107769663686327e-05,2978.0,2975.0,-3.0,26.47144960799366,26.47477170749719,0.0033220995035314616
0.9859549581345319,31,10,0.39194592868812894,1642.5641505805665,1640.8140641706955,-1.7500864098710736,3.4795658516803,3.5011807315929016,0.02161487991260147,7.243861964396244,7.2443174569846045,0.0004554925883608618,1728.0,1729.0,1.0,18.13524539653613,18.11482804674466,-0.02041734979147236,0.24538991723813025,3075.974862720651,3074.670614515478,-1.3042482051728257,4.672889908415566,4.672889908415566,0.0,7.777762501437573,7.777882064044315,0.00011956260674139685,2954.0,2957.0,3.0,27.164626183578733,27.155971984698276,-0.008654198880456931
0.9859549581345319,31,11,0.42771290971980613,1619.9704015688137,1619.8589048707302,-0.11149669808355611,3.1386043500697736,3.0960589617052006,-0.042545388364573,7.262319812829042,7.261925110119513,-0.0003947027095287936,1727.0,1726.0,-1.0,17.025217027898158,17.03806613201384,0.012849104115680632,0.2215706868877264,3099.9211764643956,3099.0120581148435,-0.9091183495520454,4.174472472207845,4.174472472207438,-4.0678571622265736e-13,7.788601373726903,7.788669044196102,6.767046919975428e-05,2960.0,2960.0,0.0,26.901587809265383,26.895992553329176,-0.005595255936206911
0.9859549581345319,31,12,0.2161495127177817,1666.5655887121454,1666.0008935254168,-0.5646951867286134,3.6264271610462573,3.6264271610462573,0.0,7.26148206700367,7.2614010868997765,-8.098010389367971e-05,1735.0,1738.0,3.0,18.006657581197025,18.014728597397696,0.0080710162006703,0.3238198814817971,3100.701214278345,3099.092625542311,-1.6085887360341076,4.161689115095326,4.161689115089148,-6.178169087434071e-12,7.796678422214656,7.796855227076593,0.0001768048619368301,3006.0,3005.0,-1.0,26.869043821733346,26.853820053714152,-0.015223768019193784
0.9859549581345319,31,13,0.34126288463894183,1665.6624234793992,1664.6095666526521,-1.0528568267470746,3.270622619440049,3.270622619440049,0.0,7.269496642805199,7.270180965651208,0.0006843228460091666,1758.0,1759.0,1.0,17.586366860737144,17.549047925020602,-0.037318935716541546,0.20812458615476054,3052.5773268767375,3051.78080920287,-0.7965176738675837,3.68009271931606,3.68009271931606,0.0,7.78565374649767,7.7861630437122225,0.0005092972145526176,2967.0,2969.0,2.0,26.336379340580898,26.311569190182066,-0.02481015039883161
0.9859549581345319,31,14,0.2156317663302436,1672.6835507777905,1671.5808176203159,-1.1027331574746313,3.397146708976245,3.397146708976245,0.0,7.2812288832082235,7.280556008011169,-0.000672875197054168,1767.0,1765.0,-2.0,17.62591063803263,17.60338918347273,-0.022521454559900178,0.14873882176031483,3095.579790746796,3094.454788153902,-1.1250025928939067,4.026919902141653,4.026884544640876,-3.535750077698907e-05,7.792090239085528,7.791883302850829,-0.0002069362346990289,3002.0,3002.0,0.0,26.84945727062565,26.83765451401492,-0.011802756610730825
0.9859549581345319,31,15,0.6542895215408996,1686.1457002860652,1683.8928894432333,-2.2528108428318774,3.4304617482079873,3.6216745392925236,0.19121279108453626,7.253284951820649,7.253091432490427,-0.00019351933022182521,1736.0,1738.0,2.0,18.47853263673708,18.44599471334597,-0.03253792339110717,0.42035639715258066,3102.3000488985303,3100.788665257759,-1.511383640771328,4.651556338802578,4.651556338802578,0.0,7.794110284842747,7.794255234556221,0.00014494971347467356,3002.0,3002.0,0.0,27.16121598699403,27.134431844192452,-0.026784142801577815
1.0305764320548887,32,0,0.4584344600104574,1685.8654582056965,1684.3264774255786,-1.5389807801179813,3.2222875140033542,3.29661187634766,0.07432436234430595,7.247834359452792,7.247950517911169,0.00011615845837731342,1710.0,1711.0,1.0,18.424299757292044,18.408748140504898,-0.015551616787146116,0.218921972548607,3229.4556382330366,3228.4360287033505,-1.0196095296860221,4.330532069163346,4.330532069163346,0.0,7.794067141172814,7.793809427120472,-0.0002577140523420951,2980.0,2979.0,-1.0,28.364554731507834,28.353844058343576,-0.010710673164258111
1.0305764320548887,32,1,0.3417115329934587,1718.0445863823165,1717.3017137075922,-0.7428726747243672,3.3852561529765146,3.3852492943270045,-6.858649510110837e-06,7.249527925410257,7.249688526934065,0.0001606015238078129,1717.0,1717.0,0.0,18.897194310906485,18.88314515628065,-0.014049154625833893,0.1779156236215837,3155.372077820557,3154.4966991137417,-0.8753787068153542,3.897533946958961,3.897533946958961,0.0,7.780757117445385,7.781016286170814,0.00025916872542897096,2954.0,2957.0,3.0,27.9821889080125,27.959949958766995,-0.02223894924550507
1.0305764320548887,32,2,0.2860976131563263,1731.5256843782886,1730.2618575192796,-1.2638268590089865,3.71468840162919,3.71468840162919,0.0,7.239741623152155,7.239707874892677,-3.374825947854987e-05,1716.0,1716.0,0.0,19.36255214277863,19.347202102511545,-0.015350040267083642,0.19351891359072546,3327.245865048246,3325.8797058199552,-1.3661592282905985,4.430575117918128,4.430575117918128,0.0,7.794815984846336,7.7949914612578715,0.00017547641153559113,3008.0,3008.0,0.0,29.890113545565672,29.86482652367629,-0.025287021889383254
1.0305764320548887,32,3,0.2118861988807704,1684.5559157493012,1683.2096316787427,-1.3462840705585677,3.709944404509869,3.6460710216345564,-0.06387338287531241,7.235463799914556,7.234796048811755,-0.0006677511028012617,1688.0,1687.0,-1.0,18.709723557664375,18.704695314007,-0.0050282436573745315,0.3014061494559034,3155.29886642202,3153.871380416358,-1.4274860056621037,4.656097418800021,4.655516015024009,-0.0005814037760121238,7.781140719971849,7.781020430026344,-0.00012028994550483674,2962.0,2960.0,-2.0,28.237773580917853,28.22740247257032,-0.01037110834753463
1.0305764320548887,32,4,0.26105834447459353,1775.683594517455,1775.0607685467662,-0.6228259706888366,3.6906037591233107,3.6906037591233107,0.0,7.270011138123982,7.2701278940269285,0.00011675590294668581,1754.0,1753.0,-1.0,19.621681277308934,19.618920544841103,-0.0027607324678307066,0.17407573960892841,3241.925771474466,3240.674314349658,-1.2514571248079847,4.25076512038365,4.250765120376635,-7.014833158791589e-12,7.791759343204037,7.791653674143435,-0.00010566906060205383,2971.0,2971.0,0.0,28.61825432778586,28.599573139679016,-0.01868118810684294
1.0305764320548887,32,5,0.24359627544936585,1727.3330930273112,1726.4857160703696,-0.8473769569416163,3.7855470089923946,3.7855470089923946,0.0,7.247229871196759,7.246725401525383,-0.0005044696713758512,1719.0,1718.0,-1.0,19.42086160370218,19.41793123524302,-0.0029303684591575063,0.28946711419409266,3236.5670675012557,3236.013126693496,-0.5539408077597727,4.2802639970242184,4.2802639970242184,0.0,7.793081797750263,7.793537234027804,0.0004554362775408549,2971.0,2973.0,2.0,28.549548898294912,28.517755475246876,-0.03179342304803612
1.0305764320548887,32,6,0.28651300172464034,1695.4382393540013,1694.7163456837875,-0.7218936702138308,3.633540569538762,3.633540569538762,0.0,7.225617458974132,7.225128485586636,-0.0004889733874966495,1687.0,1687.0,0.0,19.218500421046038,19.208814212096822,-0.009686208949215569,0.1538190187404725,3244.694924268732,3243.8159366322816,-0.878987636450347,4.567705535981204,4.570364014099937,0.0026584781187324324,7.802420544829274,7.802193538810761,-0.00022700601851255442,3001.0,3001.0,0.0,28.667955590996808,28.65968354825253,-0.008272042744277286
1.0305764320548887,32,7,0.2981454518166635,1721.2647961334521,1719.889541198032,-1.3752549354201165,3.3071614050951945,3.3071614049759686,-1.1922596243607586e-10,7.255958470092789,7.256439935078746,0.00048146498595702525,1732.0,1732.0,0.0,18.929061737527054,18.889394065418827,-0.039667672108226526,0.19573847901899988,3183.331464430807,3180.524471830751,-2.806992600056219,4.469274363175976,4.469274363175976,0.0,7.78497214246137,7.784753112045876,-0.00021903041549364843,2984.0,2983.0,-1.0,28.344449971318056,28.316546524995513,-0.0279034463225436
1.0305764320548887,32,8,0.30369053093534776,1703.8722752326453,1703.206280132158,-0.66599510048718,3.588938444351458,3.6605879460259443,0.07164950167448625,7.244345760474118,7.243928054888426,-0.0004177055856926515,1714.0,1715.0,1.0,18.866979886201847,18.883019739587898,0.01603985338605085,0.31751220912988143,3216.768579762123,3215.375827644979,-1.3927521171440276,4.975964824555765,4.975964824555766,8.881784197001252e-16,7.775951224494191,7.776244488128485,0.0002932636342940498,2958.0,2962.0,4.0,29.091616104174587,29.061622020816316,-0.029994083358271695
1.0305764320548887,32,9,0.29840424950269895,1701.2341449058574,1700.3102741700363,-0.9238707358210831,3.750776752693749,3.7054219895732263,-0.04535476312052289,7.249637505479835,7.2497757632440605,0.00013825776422571323,1716.0,1716.0,0.0,18.840845467575168,18.820879105068993,-0.019966362506174562,0.28472423203182795,3269.2930042125195,3268.7656652800215,-0.5273389324979689,4.289496506021198,4.289496506021198,0.0,7.8061729046370845,7.806004479768944,-0.0001684248681401712,3020.0,3021.0,1.0,28.601948640245407,28.5973990747045,-0.004549565540905576
1.0305764320548887,32,10,0.24309663955014416,1658.1197130363444,1657.5599236906464,-0.5597893456979364,3.4618844892283414,3.4618844892283414,0.0,7.2230979630839895,7.223679755981549,0.0005817928975595521,1682.0,1682.0,0.0,18.501333633479717,18.484768947949675,-0.01656468553004231,0.23667062810209333,3303.5143067286654,3302.226526177766,-1.2877805508992424,4.54840813282551,4.54840813282551,0.0,7.794828511383149,7.794602324070097,-0.0002261873130517955,2982.0,2981.0,-1.0,29.425880624338873,29.418739419267727,-0.0071412050711465724
1.0305764320548887,32,11,0.2724024231984577,1737.4937572753931,1735.7201288467522,-1.7736284286409045,4.104759828778092,4.104759037803507,-7.909745853851291e-07,7.24618701853602,7.246047663428367,-0.0001393551076525057,1718.0,1717.0,-1.0,19.519915570132397,19.505394320418887,-0.014521249713510542,0.21092237592023733,3198.294899098806,3196.779308316611,-1.5155907821949768,4.177696375930517,4.177696375930517,0.0,7.797327773815283,7.79719029893937,-0.00013747487591331264,2970.0,2968.0,-2.0,28.02959791577591,28.007620644609055,-0.021977271166853996
1.0305764320548887,32,12,0.16896414336281507,1718.7559272382632,1718.8572907242683,0.10136348600508427,3.5181236829425844,3.5181236830106872,6.81028566873465e-11,7.243181454125122,7.243156804004185,-2.4650120937330655e-05,1709.0,1709.0,0.0,19.333253206699307,19.33476107002806,0.001507863328750858,0.18340523871538217,3089.5117976593656,3089.4339079180563,-0.07788974130926363,4.032367244254253,4.032367244255341,1.0880185641326534e-12,7.774329471672446,7.774436407896611,0.00010693622416546589,2925.0,2927.0,2.0,27.155044752597846,27.160788094192633,0.005743341594786955
1.0305764320548887,32,13,0.30081767855705244,1695.853766920772,1695.8676040134355,0.013837092663607109,3.4656290767285296,3.4656290767285296,0.0,7.22943337653369,7.2292044986558555,-0.00022887787783432145,1694.0,1695.0,1.0,19.161370594737136,19.16840313658872,0.007032541851582863,0.27994349867863755,3302.4741814472945,3302.07850977021,-0.39567167708446505,3.9175101917373345,3.9175101917373345,0.0,7.795980889127053,7.79618939711628,0.0002085079892273356,3003.0,3002.0,-1.0,29.385706472493904,29.37917139931246,-0.006535073181442641
1.0305764320548887,32,14,0.41066173110502036,1689.3207707771503,1687.475490812184,-1.8452799649662666,3.6927405783911897,3.6927405783911897,0.0,7.230281606847947,7.230150520120294,-0.00013108672765316243,1694.0,1694.0,0.0,19.062386794037145,19.04155342354791,-0.020833370489235392,0.1970827887869251,3213.868220495399,3212.1510247446085,-1.7171957507903244,4.453941558108879,4.453941557931015,-1.7786394579388798e-10,7.787075257946816,7.787617222642944,0.0005419646961284386,2979.0,2980.0,1.0,28.8150484716743,28.772466882188585,-0.04258158948571378
1.0305764320548887,32,15,0.6070897429080779,1713.2316717844337,1713.2231471841285,-0.008524600305236163,3.5229385397303528,3.5629335587234285,0.03999501899307578,7.223687027905082,7.223830702046114,0.000143674141032335,1682.0,1684.0,2.0,19.396781916090713,19.401528408632164,0.004746492541450209,0.2473317506420976,3236.8291884701493,3236.8187018616422,-0.01048660850710803,4.567449003013615,4.567449003013615,0.0,7.786030608698876,7.786254422799026,0.0002238141001491556,2984.0,2983.0,-1.0,28.808121640446068,28.79504794613437,-0.013073694311696471
